# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape C (L = 3) which corresponds to the 142706th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 10.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D 
1.0642725 1.671748378260333 4.34539875 0.7484260456074117 0.6181911552294428 4.978676626711863 0.21522389523557908 1
1.0682825 1.6781228495489713 4.37905375 0.7507462954935452 0.6129849404043098 5.005624287220097 0.20740568710347443 2
1.06924 1.6796449334040595 4.387715 0.7512960950255877 0.6117254336715259 5.002036543106683 0.20520440491089356 3
1.0688775 1.679068687558161 4.38746875 0.7510881373015426 0.6122030203792614 5.014810486711126 0.20548395881626827 4
1.0689475 1.6791799626180643 4.37976875 0.7511283127691385 0.6121108680358424 4.996241281839529 0.20530554467854337 5
1.06893625 1.6791620791262933 4.376285 0.7511218565795282 0.6121256805319006 4.9881895110947845 0.20525213695224928 6
1.068735 1.6788421633290744 4.38580375 0.7510063247273772 0.6123905109015786 4.997848208639705 0.2056059237756295 7
1.06868625 1.6787646681980728 4.37066625 0.7509783279534675 0.6124546199794082 4.989276027743704 0.2059961761851686 8
1.06859125 1.6786136520453439 4.37073875 0.7509237580594743 0.6125795030644365 4.98796316439628 0.20637833342211528 9
1.0685775 1.6785917944442914 4.3831375 0.7509158584695859 0.6125975730538523 5.004997318298165 0.2063735387760869 10
