# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape C (L = 3) which corresponds to the 142706th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# Within each landscape, FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 1.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.0644125 1.6719709283801278 4.35251625 0.7485075349329924 0.6180112386630701 4.979987805550907 0.21493856211804746 1
1.06538 1.6735089086723418 4.3487075 0.7490697267956272 0.6167642570605727 4.972372731350712 0.2132373823813403 2
1.06567375 1.673975866513001 4.3578025 0.7492400873948698 0.6163843928350691 4.981803626327927 0.21261029169534282 3
1.06541 1.673556597983725 4.356015 0.7490871323816922 0.6167254893556257 4.977590111671628 0.21319541136465187 4
1.06555875 1.6737930574860187 4.3528 0.7491734113686596 0.6165331756451641 4.969980851055244 0.21287770176000634 5
1.06570375 1.6740235558243863 4.3574975 0.7492574772611819 0.6163455651002098 4.990151855178136 0.21292208099611906 6
1.06567875 1.6739838147315733 4.35239875 0.749242985819887 0.616377921978447 4.971282920035031 0.2127071229991328 7
1.06530625 1.6733916724485276 4.35330625 0.7490269312302077 0.6168595349720253 4.974288234903066 0.21300707428148594 8
1.06553 1.6737473552292803 4.36341375 0.7491567386710802 0.6165703572566623 4.988994307081694 0.2129733187358118 9
1.065605 1.6738665785077371 4.36233 0.7492002295612089 0.6164733499142733 4.983125722992464 0.21283614878301307 10
