# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape A (L = 3) which corresponds to the 9th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 0.1.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.1583475 2.3256589211676766 18.32249625 0.9588214480520457 0.18598337342742266 30.58606945851678 0.10809101193018915 1
1.1113775 2.3352006342257168 29.00838625 0.8698161026861126 0.18187677265039626 52.11920700109986 0.09498967196131997 2
1.10258625 2.3391732599050417 39.55197875 0.8487268767472943 0.17999033986785987 73.66974347195185 0.08850888716798326 3
1.10219625 2.341957553208594 50.60101375 0.8426444543738854 0.17860366420302418 96.40728544167231 0.08379314807919935 4
1.102065 2.343745810652325 61.97123375 0.8396980027204294 0.1776843347261017 119.62672576061259 0.08022444842507266 5
1.10247375 2.3450172712095263 73.2715025 0.8382349793256441 0.1770167944176733 142.91072672832323 0.07741009836715561 6
1.10277375 2.345704330636298 84.8080475 0.83791336444473 0.1766512170454932 167.27335840381735 0.07517360007277282 7
1.104065 2.3464700112947514 96.27038625 0.8382723160023211 0.1762397569600559 190.92050154434295 0.07367741175893525 8
1.10406125 2.346763964562663 107.70435375 0.8382019483693003 0.17608065297874897 214.54516823298061 0.07229532497930245 9
1.104625 2.3474565324832444 119.14148875 0.8379938003182248 0.17570328255680465 238.70081128768715 0.07081804970847523 10
