# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape A (L = 3) which corresponds to the 9th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# Within each landscape, FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 0.01.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.1588575 2.325720015373277 18.32218375 0.958832255764267 0.18595892529858504 30.51557297319706 0.10822833633848111 1
1.13664375 2.3299089746325308 33.40340875 0.9245997704881792 0.184226577273649 60.46875726481235 0.10218972611103384 2
1.13216625 2.3309055112644708 48.40683375 0.9185536633003631 0.18379799749867068 90.73525823831699 0.10029482810971488 3
1.13067375 2.3312159900141443 63.53777625 0.9168454728372329 0.18366316106422104 121.16927492365272 0.09959936369923657 4
1.12812125 2.3313471923244973 78.835455 0.9146112263131864 0.18360599422264984 152.18289386442584 0.0991144671218389 5
1.12512375 2.3309355575952555 93.46438375 0.9112451904890486 0.1837849760576844 182.24095512270443 0.09872162790149129 6
1.1231675 2.3309861355851504 108.444995 0.910164692210232 0.18376304345810154 212.81577888373226 0.09824234747639704 7
1.12278 2.3307748097265537 123.31216 0.9093885701954928 0.18385457289868215 242.96408763184547 0.09837538487984505 8
1.1213175 2.3306436074162717 138.125595 0.9076312930877434 0.1839112541330445 272.96853967195494 0.09822541346466498 9
1.11997125 2.3304187607089184 152.9132175 0.9063184590280164 0.18400813292770932 303.47502412287866 0.09809587084187132 10
