# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape B (L = 3) which corresponds to the 3th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 10.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.118215 2.404995749760066 12.4354 0.8970243663220837 0.5500993796881537 19.405221187582768 0.29877924622847907 1
1.07441875 2.413510517779226 17.52046125 0.8242469894692975 0.5463557429296405 33.69369861467294 0.2739084301457192 2
1.06248 2.4189709290621413 21.971605 0.8022585303967865 0.5438712873534381 47.798075967817226 0.26206790431376303 3
1.05784 2.4225642899283044 26.68994375 0.7928836827664615 0.5422001179103462 63.250548664544354 0.2536111849905432 4
1.05494375 2.424841582377279 31.281625 0.7870466532095828 0.5411259894881554 78.65083500742367 0.24808862135983473 5
1.05329 2.4261456729249806 35.83148375 0.7832114503149227 0.5405056087129659 93.85504941674141 0.2448356263574565 6
1.05235375 2.4274018519944303 40.454 0.7815339627075116 0.5399043678522676 109.42761223282842 0.24129786004249631 7
1.05180125 2.428396015167411 45.18130375 0.7794086736096868 0.539425986065218 125.0983966332583 0.23799918621602412 8
1.05143 2.428789787629015 50.0547975 0.7787939105421872 0.5392358824288642 141.40258222445584 0.23543752967929926 9
1.05039625 2.428425959841333 54.52739375 0.7773087983462373 0.5394115419656001 156.5621385891736 0.23447423745921842 10
