# Simulation data for the Moran line walk.
# By mean l, mean t or mean h we refer to l bar, t bar or h bar which are the mean length, time and height in the considered landscape (starting from randomly chosen nodes; in practice, there is a fixed number of walks per starting node). 
# Fixation probability within individual demes is Moran fixation probability (with deterministic steady-state population size).
# If the fixation probability within a deme is inferior to 1e-150, the overall fixation probability is set to 0.
# landscape considered: landscape B (L = 3) which corresponds to the 3th landscape in the file <landscapes.pickle>.
# Death rates: gw = gm = 0.01. 
# FIXED number of walks per starting node = 10^5.
# alpha = mR / mL = 0.01.
# Carrying capacity C of each deme = 20.
# (0) mean l (1) mean h (2) mean t (3) SD_l (4) SD_h (5) SD_t (6) mean SD_h_i (7) Number of demes D
1.11937 2.4044657290323004 12.4493775 0.8989359282502054 0.5503272132687252 19.513698262048084 0.2993887611275139 1
1.0716325 2.432278342136479 18.42301625 0.8195601167338838 0.5375361603726464 33.705325410127465 0.26611556353247234 2
1.05417375 2.44444636036957 23.3714525 0.7892838239871753 0.5313857939868313 47.379903340348285 0.24792016770256015 3
1.04275 2.451170436890401 27.89478875 0.7706830979733156 0.5278360324489199 60.49068721175233 0.23558757890077703 4
1.036475 2.455841806016413 32.32328625 0.7604601070192661 0.5253051471868647 74.33604006303983 0.22661606969743808 5
1.0323525 2.4599412318712197 36.74466125 0.7529763049032611 0.5230396744747517 88.14139645125485 0.2193193969438768 6
1.02878375 2.461559741494705 40.968905 0.7473237221829094 0.5221336660998336 101.43375907752441 0.21515782221767704 7
1.02544625 2.4634941674276623 45.034015 0.7427524744914946 0.5210421523492514 114.73543709534047 0.20964958630160752 8
1.02408625 2.464847666687237 49.55191875 0.7397946353946674 0.5202727922125306 128.80867289100752 0.2061381614215531 9
1.02246125 2.4658358409254486 53.61041125 0.7374393142827748 0.519708145702873 142.2850786250813 0.20306967398635417 10
